user_id,post_interval_std,likes_per_hour,comments_per_hour,repost_ratio,follower_following_ratio,account_age_days,profile_completeness,unique_word_ratio,avg_sentiment_score,burst_flag,network_overlap_score,night_activity_ratio,hashtag_reuse_rate,avg_response_time_sec,is_bot
3572,1892.81,28,3,0.262,1.078,3217,0.95,0.58,-0.227,1,0.013,0.189,0.14,9366.01,0
3573,1364.02,20,19,0.084,3.506,2963,0.84,0.91,0.372,0,0.341,0.27,0.156,15018.4,0
3574,1638.68,30,0,0.366,3.089,557,0.78,0.99,-0.253,0,0.249,0.191,0.295,12070.61,0
3575,27.46,116,58,0.711,0.238,2,0.29,0.15,0.041,1,0.777,0.725,0.975,1.58,1
3576,928.15,7,13,0.177,1.436,2160,0.76,0.68,0.006,0,0.073,0.226,0.178,80783.6,0
3577,1914.58,30,2,0.24,1.639,1461,0.85,0.98,-0.634,0,0.155,0.118,0.323,40543.9,0
3578,834.56,2,1,0.155,3.284,1366,0.83,0.67,-0.341,0,0.104,0.113,0.337,74291.82,0
3579,10.8,172,144,0.783,0.294,91,0.17,0.15,0.079,1,0.793,0.745,0.981,2.01,1
3580,1009.05,3,14,0.26,1.454,1793,0.69,0.89,-0.968,0,0.135,0.075,0.265,56903.95,0
3581,442.18,30,8,0.376,4.813,3046,0.7,0.59,0.824,0,0.185,0.21,0.328,8709.35,0
3582,22.5,195,145,0.954,0.043,74,0.25,0.25,-0.088,1,0.648,0.418,0.621,8.51,1
3583,28.37,141,113,0.702,0.013,2,0.29,0.29,0.067,0,0.609,0.649,0.91,3.83,1
3584,11.92,141,137,0.792,0.279,117,0.27,0.22,0.043,1,0.778,0.541,0.632,8.89,1
3585,10.64,129,97,0.869,0.086,137,0.32,0.18,-0.061,1,0.652,0.62,0.727,9.21,1
3586,1057.87,22,12,0.053,4.618,2580,0.98,0.51,-0.291,0,0.313,0.196,0.294,12550.1,0
3587,3.72,123,147,0.973,0.065,52,0.36,0.12,-0.066,1,0.895,0.47,0.776,5.35,1
3588,6.32,113,69,0.717,0.283,160,0.15,0.13,0.095,1,0.987,0.62,0.711,8.18,1
3589,28.98,102,74,0.875,0.129,2,0.18,0.12,-0.031,1,0.87,0.676,0.655,9.18,1
3590,611.09,17,15,0.135,3.45,3012,0.53,0.75,0.982,0,0.197,0.196,0.081,60714.47,0
3591,24.36,106,61,0.716,0.143,114,0.37,0.12,0.049,1,0.709,0.636,0.884,4.95,1
3592,21.01,120,124,0.716,0.233,103,0.25,0.19,-0.001,1,0.757,0.65,0.811,7.23,1
3593,1429.71,2,3,0.129,4.376,3241,0.89,0.97,0.398,0,0.104,0.2,0.362,6031.76,0
3594,1566.83,21,14,0.078,4.54,1139,0.96,0.63,-0.09,1,0.044,0.224,0.157,2140.86,0
3595,1591.42,39,6,0.107,3.906,2788,0.63,0.87,-0.449,0,0.339,0.251,0.067,56590.05,0
3596,10.83,194,74,0.9,0.237,140,0.32,0.18,-0.074,1,0.677,0.711,0.743,3.66,1
3597,2.05,180,121,0.751,0.222,127,0.32,0.18,-0.083,1,0.667,0.408,0.937,6.2,1
3598,17.52,163,76,0.955,0.034,135,0.35,0.14,-0.014,0,0.883,0.668,0.854,2.77,1
3599,1872.9,1,13,0.069,0.632,3474,0.74,0.99,-0.121,0,0.387,0.007,0.042,30094.56,0
3600,8.76,185,147,0.971,0.15,89,0.16,0.13,-0.028,1,0.79,0.86,0.734,3.04,1
3601,1912.0,38,16,0.199,1.579,2052,0.89,0.75,-0.407,0,0.025,0.216,0.181,77613.54,0
3602,3.55,169,105,0.777,0.061,65,0.27,0.15,0.042,1,0.608,0.598,0.956,5.68,1
3603,1122.88,24,8,0.15,0.966,1458,0.84,0.67,0.749,0,0.129,0.28,0.299,39157.15,0
3604,29.9,189,127,0.91,0.128,50,0.38,0.13,-0.042,0,0.917,0.431,0.633,3.69,1
3605,1347.13,35,13,0.35,2.536,464,0.53,0.9,-0.861,0,0.258,0.134,0.226,83481.03,0
3606,13.18,82,63,0.925,0.174,86,0.19,0.2,-0.032,1,0.818,0.838,0.817,3.14,1
3607,11.5,93,64,0.857,0.183,174,0.33,0.14,0.089,1,0.72,0.743,0.922,4.41,1
3608,8.48,197,87,0.874,0.232,133,0.18,0.23,0.056,1,0.662,0.811,0.702,4.85,1
3609,23.39,192,101,0.836,0.113,81,0.33,0.27,-0.097,1,0.608,0.753,0.854,2.34,1
3610,1817.79,23,12,0.085,1.796,1241,0.71,0.6,0.618,0,0.334,0.082,0.198,32961.11,0
3611,1346.18,18,18,0.236,1.671,1786,0.86,0.77,-0.167,0,0.299,0.214,0.263,78092.13,0
3612,1632.28,39,12,0.204,4.229,209,0.73,0.9,-0.335,0,0.349,0.064,0.118,61066.99,0
3613,1600.18,7,17,0.13,3.696,1331,0.73,0.78,-0.63,0,0.281,0.037,0.228,59938.76,0
3614,952.15,15,15,0.239,2.078,362,0.92,0.7,-0.286,0,0.03,0.088,0.146,44835.09,0
3615,1363.66,6,8,0.295,2.641,3153,0.59,0.67,-0.44,0,0.088,0.27,0.337,14530.35,0
3616,1707.81,36,7,0.196,4.412,3542,0.91,0.96,0.132,0,0.199,0.255,0.233,77396.63,0
3617,441.24,9,10,0.38,1.371,2155,0.71,0.56,0.578,0,0.291,0.158,0.154,52985.24,0
3618,1453.4,11,6,0.05,0.924,2220,0.94,0.74,-0.678,0,0.215,0.149,0.37,3210.05,0
3619,1452.42,10,4,0.143,4.833,456,0.69,0.87,0.413,1,0.253,0.094,0.313,42970.78,0
3620,692.81,1,8,0.144,4.74,1692,0.96,0.68,0.929,0,0.058,0.265,0.318,67948.8,0
3621,1773.07,17,16,0.36,0.732,2345,0.57,0.95,-0.752,0,0.139,0.298,0.254,2342.71,0
3622,27.04,103,89,0.759,0.056,58,0.4,0.26,0.075,1,0.958,0.438,0.972,4.57,1
3623,1074.28,3,3,0.231,3.406,2248,0.52,0.53,-0.773,0,0.396,0.103,0.117,4572.7,0
3624,704.22,6,9,0.16,4.968,2785,0.89,0.72,-0.133,0,0.206,0.025,0.247,20918.92,0
3625,833.66,22,6,0.292,4.076,1958,0.95,0.66,0.927,0,0.37,0.24,0.156,17872.99,0
3626,730.66,23,10,0.391,0.636,473,0.83,0.66,-0.244,0,0.318,0.181,0.224,15688.36,0
3627,1058.96,6,19,0.103,2.768,776,0.61,0.91,-0.914,0,0.208,0.177,0.292,22444.57,0
3628,1771.63,28,1,0.057,4.363,2154,0.77,0.77,-0.339,1,0.12,0.155,0.075,1023.58,0
3629,1562.94,31,7,0.066,1.238,1321,0.96,0.8,-0.883,0,0.072,0.189,0.076,41658.41,0
3630,859.72,18,12,0.328,3.227,281,0.61,0.84,0.64,0,0.08,0.265,0.002,22141.2,0
3631,1640.3,14,10,0.075,2.686,2527,0.87,0.97,-0.336,0,0.033,0.192,0.221,3543.45,0
3632,1531.47,28,18,0.133,2.937,3354,0.77,0.8,0.092,0,0.164,0.16,0.312,56518.09,0
3633,1107.94,26,18,0.133,3.319,1220,0.59,0.54,0.175,0,0.213,0.296,0.213,62379.41,0
3634,455.24,21,4,0.034,1.799,3005,0.6,0.58,-0.11,0,0.34,0.07,0.192,55959.99,0
3635,620.74,2,16,0.003,2.282,1522,0.54,0.91,-0.781,0,0.214,0.061,0.237,43467.88,0
3636,27.35,136,146,0.732,0.079,85,0.36,0.25,-0.056,0,0.886,0.595,0.906,5.01,1
3637,28.44,135,73,0.837,0.187,10,0.23,0.25,0.059,1,0.958,0.534,0.764,9.09,1
3638,5.02,84,136,0.907,0.212,150,0.15,0.23,0.02,0,0.882,0.628,0.867,8.54,1
3639,11.44,110,141,0.774,0.157,155,0.11,0.14,-0.089,0,0.773,0.515,0.806,3.28,1
3640,205.98,32,8,0.226,3.884,285,0.94,0.51,-0.16,1,0.071,0.196,0.316,80667.41,0
3641,8.84,149,81,0.852,0.163,77,0.25,0.17,-0.036,1,0.679,0.48,0.685,6.63,1
3642,20.28,90,141,0.98,0.083,23,0.2,0.22,-0.031,1,0.787,0.438,0.666,1.55,1
3643,19.74,191,128,0.819,0.063,144,0.11,0.18,-0.066,1,0.823,0.516,0.801,7.58,1
3644,1375.89,20,16,0.186,0.735,2669,0.95,0.69,-0.265,0,0.171,0.257,0.202,36729.73,0
3645,1553.98,29,12,0.363,2.956,2484,0.51,0.65,-0.568,0,0.38,0.08,0.002,81588.75,0
3646,640.12,39,0,0.072,4.113,1399,0.94,0.77,0.123,0,0.392,0.242,0.015,15284.35,0
3647,27.35,95,108,0.894,0.078,144,0.27,0.17,0.067,1,0.965,0.864,0.666,1.02,1
3648,1681.93,15,10,0.201,2.641,626,0.56,0.59,-0.805,0,0.105,0.074,0.084,63556.34,0
3649,1632.71,5,2,0.042,4.858,2463,0.89,0.99,0.676,0,0.092,0.23,0.311,10683.47,0
3650,15.16,83,101,0.746,0.254,155,0.35,0.15,0.081,1,0.775,0.891,0.945,7.95,1
3651,1820.1,16,1,0.247,2.399,2628,0.72,0.75,0.563,0,0.117,0.233,0.051,71114.76,0
3652,1306.14,38,6,0.277,3.769,705,0.81,0.71,0.006,0,0.272,0.289,0.206,85739.63,0
3653,26.29,164,110,0.818,0.17,35,0.2,0.2,0.059,1,0.738,0.631,0.766,1.12,1
3654,24.65,91,66,0.79,0.295,3,0.38,0.15,-0.02,0,0.997,0.864,0.816,8.58,1
3655,490.46,5,9,0.196,3.175,3286,0.52,0.86,-0.887,0,0.309,0.069,0.078,25027.64,0
3656,1591.32,33,15,0.38,3.504,338,0.8,0.69,-0.583,0,0.241,0.292,0.224,75546.85,0
3657,1719.39,33,18,0.298,2.069,1162,0.89,0.74,0.526,1,0.153,0.016,0.101,4469.38,0
3658,1925.65,13,0,0.308,0.588,860,0.52,0.72,0.547,0,0.256,0.192,0.268,33525.06,0
3659,1978.69,35,9,0.149,2.58,1181,0.75,0.83,0.63,0,0.36,0.145,0.265,9256.39,0
3660,1603.52,14,8,0.04,2.915,565,0.95,0.76,-0.668,0,0.131,0.014,0.031,36643.64,0
3661,834.24,34,10,0.303,0.759,1413,0.54,0.96,-0.851,1,0.197,0.154,0.315,60099.08,0
3662,341.36,28,2,0.173,0.82,2135,0.83,0.79,0.839,0,0.013,0.076,0.171,13481.07,0
3663,22.31,80,121,0.89,0.031,153,0.1,0.11,0.021,1,0.696,0.635,0.78,5.26,1
3664,532.32,11,14,0.313,4.418,939,0.88,0.71,0.407,0,0.389,0.264,0.162,77192.6,0
3665,6.47,105,100,0.909,0.286,131,0.11,0.17,-0.071,1,0.962,0.418,0.688,3.79,1
3666,1003.04,23,2,0.302,2.454,1205,0.61,0.75,-0.16,1,0.144,0.281,0.184,83322.23,0
3667,8.83,108,104,0.793,0.209,35,0.2,0.18,0.042,1,0.665,0.431,0.678,7.61,1
3668,1213.69,5,12,0.294,2.026,3067,0.53,0.62,0.366,0,0.139,0.157,0.017,7899.74,0
3669,957.99,2,14,0.193,1.932,2022,0.82,0.64,-0.548,0,0.269,0.037,0.095,81787.35,0
3670,1888.91,8,18,0.127,4.728,232,0.7,0.93,0.818,1,0.332,0.122,0.064,28893.79,0
3671,27.28,138,59,0.818,0.287,12,0.36,0.2,0.053,1,0.932,0.862,0.854,1.95,1
3672,494.89,13,14,0.203,2.845,750,0.78,0.6,0.346,0,0.304,0.268,0.262,42519.35,0
3673,261.97,14,17,0.104,3.062,1946,0.51,0.65,-0.363,0,0.271,0.133,0.291,37042.44,0
3674,27.46,191,118,0.842,0.111,37,0.38,0.18,-0.077,1,0.67,0.578,0.951,4.94,1
3675,1339.48,20,10,0.338,3.077,991,0.76,0.89,-0.845,0,0.041,0.253,0.213,85510.19,0
3676,1257.95,37,4,0.18,4.059,3128,0.98,0.52,-0.874,0,0.355,0.239,0.196,23340.84,0
3677,1441.25,10,11,0.375,3.124,1087,0.8,0.66,-0.802,0,0.168,0.195,0.26,47274.05,0
3678,1689.86,34,9,0.371,0.536,1951,0.79,0.78,0.232,0,0.118,0.029,0.083,63973.63,0
3679,11.99,123,130,0.833,0.262,165,0.11,0.2,0.052,0,0.769,0.626,0.982,5.28,1
3680,401.63,1,3,0.293,1.817,1477,0.71,0.99,0.56,0,0.005,0.233,0.078,50637.62,0
3681,7.39,103,109,0.74,0.259,24,0.26,0.27,-0.091,1,0.95,0.776,0.607,5.65,1
3682,19.08,190,144,0.902,0.085,49,0.38,0.17,0.045,1,0.624,0.745,0.876,9.38,1
3683,5.86,165,146,0.712,0.231,95,0.13,0.27,-0.048,1,0.984,0.59,0.604,3.55,1
3684,13.15,103,77,0.931,0.19,20,0.16,0.15,0.06,1,0.602,0.615,0.763,2.03,1
3685,1367.27,22,4,0.345,3.8,2581,0.79,0.84,0.208,1,0.255,0.255,0.062,74891.46,0
3686,13.11,123,97,0.977,0.013,11,0.39,0.15,-0.049,0,0.627,0.422,0.929,8.53,1
3687,1062.8,22,12,0.116,4.943,2038,0.54,0.82,0.559,0,0.18,0.223,0.008,2561.25,0
3688,9.73,109,104,0.799,0.287,173,0.12,0.16,-0.07,1,0.865,0.761,0.702,1.8,1
3689,1813.54,23,19,0.105,4.916,536,0.98,0.82,-0.9,0,0.19,0.25,0.131,26875.33,0
3690,1645.97,33,6,0.035,3.813,1443,0.91,0.93,-0.2,1,0.34,0.292,0.347,67077.42,0
3691,6.61,86,136,0.972,0.112,71,0.35,0.24,-0.03,1,0.976,0.447,0.722,5.17,1
3692,15.07,87,54,0.846,0.129,173,0.32,0.23,0.039,1,0.701,0.573,0.673,9.18,1
3693,4.77,167,132,0.834,0.024,28,0.33,0.2,-0.038,1,0.947,0.737,0.619,6.1,1
3694,16.3,130,145,0.876,0.019,98,0.25,0.27,0.08,1,0.711,0.696,0.965,2.9,1
3695,1315.97,1,6,0.021,2.675,3505,0.97,0.72,-0.566,1,0.283,0.002,0.043,84949.46,0
3696,693.97,8,8,0.084,2.572,3171,0.55,0.63,-0.729,0,0.287,0.051,0.052,53125.32,0
3697,12.41,176,141,0.771,0.034,98,0.34,0.13,0.095,1,0.665,0.55,0.64,3.45,1
3698,20.28,113,58,0.916,0.221,69,0.19,0.3,0.066,1,0.822,0.822,0.792,2.85,1
3699,552.19,22,0,0.102,2.547,1759,0.8,0.55,-0.84,0,0.038,0.173,0.181,491.02,0
3700,222.26,9,7,0.102,4.501,2077,0.67,0.64,0.369,0,0.166,0.096,0.33,59371.31,0
3701,955.62,16,14,0.147,4.336,1086,0.95,0.79,-0.148,0,0.118,0.26,0.171,36449.59,0
3702,22.36,109,122,0.799,0.253,68,0.25,0.18,0.071,1,0.754,0.745,0.841,1.97,1
3703,1.17,108,65,0.715,0.279,91,0.23,0.27,0.013,0,0.876,0.657,0.86,9.01,1
3704,753.11,22,8,0.304,2.714,1118,0.72,0.8,-0.751,0,0.038,0.173,0.286,35589.55,0
3705,7.61,159,122,0.782,0.233,64,0.25,0.14,0.093,1,0.809,0.404,0.794,8.54,1
3706,14.92,192,105,0.711,0.187,130,0.22,0.11,-0.031,1,0.872,0.665,0.779,5.98,1
3707,1345.16,35,3,0.294,4.276,207,0.85,0.65,-0.813,0,0.308,0.263,0.365,32771.35,0
3708,1488.31,17,8,0.306,2.37,874,0.93,0.59,-0.831,0,0.013,0.253,0.291,17526.44,0
3709,410.41,38,19,0.009,2.328,1065,0.53,0.75,0.704,0,0.024,0.098,0.223,14966.73,0
3710,11.34,136,62,0.916,0.156,29,0.36,0.16,0.085,1,0.9,0.715,0.9,4.94,1
3711,265.09,6,6,0.02,3.144,1823,0.67,0.59,0.001,0,0.149,0.196,0.122,62204.28,0
3712,900.52,28,8,0.269,2.691,3488,0.68,0.85,0.026,0,0.023,0.05,0.309,79555.98,0
3713,19.45,101,135,0.75,0.253,95,0.31,0.17,-0.022,1,0.841,0.736,0.756,5.39,1
3714,1308.98,35,12,0.389,0.737,712,0.77,0.65,-0.527,0,0.163,0.051,0.338,69580.74,0
3715,570.2,3,7,0.033,3.86,625,0.59,0.96,0.777,0,0.18,0.031,0.329,32814.81,0
3716,12.59,127,114,0.805,0.277,50,0.27,0.11,-0.013,0,0.709,0.495,0.953,7.37,1
3717,852.62,8,9,0.237,3.721,3249,0.96,0.98,-0.418,0,0.208,0.147,0.008,71994.11,0
3718,378.87,10,13,0.283,1.746,2946,0.65,0.76,0.004,0,0.069,0.269,0.248,11050.34,0
3719,289.56,36,7,0.298,1.406,2914,0.8,0.82,0.377,0,0.083,0.187,0.232,81535.61,0
3720,1917.64,13,7,0.204,2.195,1890,1.0,0.59,-0.574,0,0.06,0.151,0.16,28087.94,0
3721,1507.22,32,3,0.258,1.207,2158,0.95,0.86,-0.602,1,0.091,0.112,0.331,18075.45,0
3722,16.76,141,106,0.936,0.083,138,0.21,0.12,0.011,1,0.918,0.488,0.869,2.98,1
3723,376.43,34,8,0.033,4.5,2663,0.61,0.78,0.688,0,0.307,0.043,0.076,79228.62,0
3724,382.6,30,5,0.097,1.764,3620,0.75,0.67,0.315,0,0.158,0.29,0.036,52065.53,0
3725,545.5,15,8,0.08,1.702,1042,0.79,0.95,-0.947,0,0.322,0.127,0.096,68798.65,0
3726,12.19,197,148,0.862,0.247,36,0.19,0.11,-0.031,1,0.775,0.809,0.82,9.37,1
3727,28.0,123,107,0.745,0.24,151,0.38,0.12,0.025,1,0.823,0.507,0.875,9.64,1
3728,18.28,194,84,0.724,0.14,10,0.12,0.11,0.046,1,0.748,0.453,0.893,3.89,1
3729,1791.23,29,5,0.199,3.229,1455,0.96,0.5,-0.756,0,0.105,0.217,0.333,22043.55,0
3730,11.13,117,124,0.919,0.198,100,0.3,0.22,-0.041,0,0.861,0.769,0.726,6.8,1
3731,26.66,104,147,0.959,0.245,40,0.38,0.25,-0.044,1,0.602,0.748,0.62,5.79,1
3732,714.02,24,16,0.391,3.344,555,0.69,0.82,-0.974,0,0.028,0.066,0.225,57730.85,0
3733,709.85,36,1,0.238,3.682,2786,0.56,0.82,0.036,1,0.0,0.041,0.015,14127.66,0
3734,1103.21,4,16,0.203,4.049,1471,0.86,0.52,0.506,0,0.1,0.173,0.218,75515.92,0
3735,2.16,166,64,0.971,0.013,168,0.21,0.22,-0.055,0,0.85,0.608,0.849,2.89,1
3736,484.09,15,16,0.24,3.138,1203,0.91,0.98,-0.295,0,0.259,0.191,0.045,80076.35,0
3737,976.28,7,10,0.314,3.914,1330,0.65,0.92,0.981,0,0.025,0.016,0.197,583.82,0
3738,271.14,10,1,0.147,4.659,1510,0.82,0.89,0.494,0,0.155,0.097,0.389,66964.28,0
3739,1662.94,20,2,0.207,3.906,2133,0.62,0.82,-0.69,0,0.22,0.117,0.298,50445.65,0
3740,686.11,25,14,0.198,1.7,2466,0.69,0.5,0.442,0,0.31,0.171,0.141,5807.16,0
3741,21.64,186,59,0.964,0.159,92,0.29,0.23,-0.024,1,0.95,0.754,0.885,3.27,1
3742,1.0,125,84,0.798,0.147,29,0.37,0.27,-0.071,1,0.774,0.525,0.875,7.68,1
3743,7.18,116,79,0.798,0.105,135,0.16,0.16,-0.017,1,0.81,0.7,0.827,6.89,1
3744,21.33,84,90,0.942,0.051,111,0.1,0.1,-0.034,1,0.85,0.52,0.841,6.83,1
3745,16.6,104,70,0.923,0.032,88,0.34,0.16,0.083,1,0.731,0.577,0.802,9.47,1
3746,592.9,10,15,0.227,1.233,3519,0.64,0.63,0.54,0,0.137,0.15,0.277,64397.99,0
3747,1234.8,17,4,0.371,4.202,328,0.69,0.65,-0.223,0,0.069,0.118,0.154,24753.57,0
3748,838.74,28,16,0.298,0.832,2401,0.65,0.9,-0.881,0,0.14,0.009,0.262,81492.67,0
3749,443.62,11,14,0.014,2.674,698,0.8,0.84,-0.537,0,0.332,0.252,0.395,29394.94,0
3750,25.32,157,122,0.969,0.104,151,0.12,0.16,0.016,1,0.648,0.607,0.709,1.13,1
3751,512.11,17,2,0.315,2.614,1351,0.69,0.79,0.86,0,0.368,0.245,0.235,11314.4,0
3752,3.55,170,137,0.875,0.266,167,0.1,0.17,0.059,0,0.713,0.693,0.703,9.41,1
3753,24.79,110,51,0.795,0.226,42,0.15,0.21,0.069,0,0.613,0.523,0.992,8.46,1
3754,1474.44,28,4,0.044,1.686,3459,0.76,0.64,-0.151,0,0.066,0.184,0.226,14842.91,0
3755,9.95,193,111,0.773,0.252,122,0.25,0.13,0.023,0,0.831,0.813,0.617,4.78,1
3756,12.19,159,105,0.755,0.026,104,0.18,0.19,-0.055,1,0.861,0.846,0.754,7.23,1
3757,16.41,139,139,0.894,0.042,140,0.14,0.3,-0.002,1,0.908,0.532,0.891,8.54,1
3758,24.25,188,131,0.989,0.194,79,0.23,0.17,0.08,0,0.647,0.55,0.984,6.7,1
3759,0.76,190,101,0.908,0.068,172,0.28,0.16,0.085,1,0.916,0.507,0.738,8.87,1
3760,1613.87,14,4,0.235,4.477,3347,0.58,0.8,0.441,0,0.045,0.099,0.217,60589.25,0
3761,7.18,178,70,0.736,0.098,115,0.15,0.24,0.024,1,0.692,0.516,0.688,2.56,1
3762,28.93,88,115,0.745,0.1,69,0.12,0.28,0.074,1,0.956,0.697,0.922,4.85,1
3763,14.47,135,136,0.737,0.26,85,0.39,0.13,0.053,0,0.85,0.673,0.683,6.79,1
3764,1021.37,20,18,0.239,0.633,1450,0.96,0.68,0.184,1,0.022,0.012,0.207,25205.67,0
3765,1452.09,28,2,0.352,2.014,1459,0.65,0.84,0.975,0,0.204,0.277,0.345,2057.58,0
3766,1789.54,9,7,0.31,3.891,572,0.79,0.76,-0.73,0,0.215,0.187,0.182,12721.19,0
3767,28.43,142,147,0.927,0.124,169,0.14,0.15,-0.042,1,0.692,0.545,0.748,6.97,1
3768,1571.94,10,2,0.306,1.88,201,0.72,0.65,-0.566,0,0.01,0.12,0.089,22882.61,0
3769,14.06,189,102,0.905,0.239,143,0.4,0.25,0.055,0,0.799,0.664,0.616,3.81,1
3770,1315.17,34,18,0.155,2.354,3047,0.5,0.84,0.329,0,0.126,0.085,0.181,31029.88,0
3771,643.32,20,2,0.102,2.64,779,0.51,0.55,-0.817,0,0.249,0.299,0.102,11798.75,0
3772,1124.62,33,18,0.375,3.029,343,0.62,0.56,0.014,0,0.27,0.228,0.278,73052.89,0
3773,1198.47,5,4,0.198,0.824,3110,0.62,0.76,0.975,0,0.044,0.215,0.324,35827.49,0
3774,759.42,8,12,0.204,1.736,450,0.9,0.68,0.379,0,0.325,0.197,0.176,74702.43,0
3775,1896.17,23,12,0.254,2.989,3564,0.6,0.96,0.425,1,0.17,0.198,0.094,64910.13,0
3776,483.02,34,15,0.035,3.708,1593,0.84,0.54,0.036,0,0.234,0.019,0.065,67553.52,0
3777,902.05,18,5,0.23,4.074,3358,0.61,0.8,0.768,0,0.179,0.239,0.299,31751.8,0
3778,1917.09,35,13,0.319,1.032,2622,0.61,0.93,0.012,1,0.047,0.124,0.133,44623.13,0
3779,348.23,22,7,0.001,3.203,2466,0.82,0.86,0.153,1,0.378,0.03,0.105,75037.15,0
3780,4.01,97,125,0.829,0.217,131,0.1,0.28,-0.011,1,0.798,0.747,0.628,7.71,1
3781,10.43,105,115,0.773,0.039,59,0.17,0.11,-0.024,1,0.631,0.688,0.88,5.33,1
3782,25.37,156,98,0.876,0.186,138,0.34,0.16,0.057,1,0.647,0.591,0.693,1.9,1
3783,5.92,110,120,0.921,0.235,35,0.14,0.25,-0.047,1,0.888,0.777,0.688,4.99,1
3784,900.85,7,4,0.103,2.417,205,0.68,0.93,0.419,0,0.201,0.047,0.132,86153.08,0
3785,805.34,15,13,0.031,4.11,587,0.98,0.78,0.351,1,0.021,0.274,0.108,4985.15,0
3786,814.26,34,14,0.291,3.887,1866,0.61,0.71,0.623,1,0.258,0.118,0.242,15501.22,0
3787,5.09,91,73,0.826,0.043,18,0.37,0.22,0.009,1,0.737,0.826,0.824,5.63,1
3788,11.29,111,131,0.738,0.275,137,0.3,0.3,-0.047,1,0.621,0.457,0.602,10.0,1
3789,895.78,18,16,0.384,3.862,1040,0.87,0.93,0.221,0,0.285,0.067,0.044,65838.21,0
3790,22.51,128,83,0.815,0.245,70,0.19,0.11,-0.07,1,0.663,0.768,0.615,3.34,1
3791,6.62,171,96,1.0,0.281,45,0.15,0.23,-0.001,0,0.874,0.896,0.899,7.66,1
3792,17.71,187,147,0.815,0.141,172,0.37,0.19,-0.036,1,0.748,0.701,0.882,7.2,1
3793,5.28,105,71,0.912,0.078,156,0.24,0.21,0.07,1,0.749,0.647,0.832,2.7,1
3794,28.0,102,108,0.941,0.145,123,0.32,0.12,0.051,0,0.611,0.602,0.997,2.57,1
3795,18.51,121,86,0.963,0.158,85,0.38,0.12,0.073,1,0.616,0.632,0.927,7.54,1
3796,708.5,32,6,0.346,3.267,2003,0.76,0.99,-0.588,0,0.065,0.297,0.261,26473.38,0
3797,1008.32,30,18,0.344,4.743,2009,0.82,0.77,-0.767,1,0.329,0.233,0.224,19127.1,0
3798,773.18,32,19,0.08,1.633,2850,0.56,0.98,0.481,1,0.144,0.145,0.372,39737.76,0
3799,912.11,33,13,0.263,1.283,868,0.78,0.86,0.087,1,0.251,0.172,0.337,32803.28,0
3800,27.13,89,103,0.917,0.246,43,0.26,0.21,0.058,1,0.998,0.873,0.605,9.06,1
3801,856.8,26,5,0.238,4.143,3427,0.58,0.75,0.88,0,0.107,0.267,0.251,28595.99,0
3802,1087.73,25,6,0.079,3.393,497,0.74,0.58,0.387,0,0.296,0.019,0.386,60.48,0
3803,24.94,128,58,0.702,0.243,61,0.13,0.11,0.016,1,0.819,0.661,0.74,7.1,1
3804,222.27,34,0,0.268,1.412,826,0.85,1.0,-0.959,0,0.278,0.192,0.143,32586.64,0
3805,10.78,189,94,0.722,0.061,50,0.12,0.13,-0.009,1,0.752,0.669,0.957,9.22,1
3806,791.43,19,5,0.3,1.252,1991,0.96,0.83,-0.302,0,0.233,0.104,0.314,57749.78,0
3807,1803.49,2,4,0.198,2.519,1918,0.77,0.88,0.159,0,0.083,0.011,0.171,37433.27,0
3808,22.48,85,106,0.818,0.24,126,0.25,0.19,-0.013,1,0.995,0.549,0.846,3.16,1
3809,1486.02,1,13,0.094,4.116,3183,0.51,0.52,0.1,1,0.137,0.103,0.054,58282.15,0
3810,1055.41,10,14,0.199,2.577,1965,0.84,0.86,0.105,0,0.395,0.003,0.182,65151.56,0
3811,1038.32,8,2,0.168,2.241,663,0.91,0.77,0.266,0,0.061,0.049,0.267,64624.04,0
3812,16.59,85,107,0.935,0.149,127,0.26,0.25,-0.084,0,0.699,0.48,0.949,2.97,1
3813,15.59,118,132,0.787,0.291,172,0.27,0.3,-0.057,1,0.886,0.813,0.636,3.7,1
3814,12.69,84,102,0.705,0.248,7,0.21,0.16,0.037,1,0.768,0.494,0.603,9.73,1
3815,996.87,1,9,0.179,4.737,500,0.81,0.51,0.936,0,0.282,0.15,0.383,50933.35,0
3816,1894.94,39,7,0.05,3.211,585,0.91,0.76,0.255,1,0.19,0.227,0.251,36905.16,0
3817,25.39,163,119,0.933,0.066,26,0.17,0.12,-0.09,1,0.62,0.444,0.696,8.99,1
3818,793.65,9,8,0.078,2.967,1756,0.83,0.62,0.473,0,0.125,0.287,0.235,21845.26,0
3819,1197.91,5,9,0.134,0.966,816,0.97,0.86,0.189,0,0.159,0.176,0.309,11071.6,0
3820,14.08,98,105,0.94,0.153,94,0.22,0.26,-0.017,1,0.803,0.521,0.918,1.76,1
3821,535.38,10,10,0.291,2.128,2207,0.95,0.88,-0.269,0,0.183,0.02,0.288,65959.5,0
3822,1338.15,15,9,0.345,1.499,786,0.54,0.9,0.436,0,0.119,0.242,0.309,70320.57,0
3823,946.22,31,10,0.119,0.519,3521,0.59,0.71,-0.835,1,0.25,0.289,0.017,15167.64,0
3824,884.56,14,17,0.293,2.562,2138,0.92,0.64,-0.514,0,0.012,0.27,0.4,70558.56,0
